URL,ページ,コード,納付先,納付金額（法人税）,納付金額（地方法人税）,納付金額（合計） 
\\Sv05121a\e\電子ファイル\メッセージボックス\TEST\el\109_有限会社 シラカワ_納付情報登録依頼_20220214 210452.pdf,2ページ,109,西条税務署,"159,500円","16,500円","176,000円" 
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\351_カーフレンド・グローブ 株式会社\351_カーフレンド・グローブ 株式会社_消費税及び地方消費税申告(一般・法人)_20220421 120356.pdf,2ページ,351
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\351_カーフレンド・グローブ 株式会社\351_カーフレンド・グローブ 株式会社_納付情報登録依頼_20220421 120356.pdf,2ページ,351
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\352_株式会社 ＳＰ折口自動車\352_株式会社 ＳＰ折口自動車_法人税及び地方法人税の確定申告について_20220419 153620.pdf,1ページ,352
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\352_株式会社 ＳＰ折口自動車\352_株式会社 ＳＰ折口自動車_消費税及び地方消費税の確定申告について_20220419 191053.pdf,1ページ,352
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\352_株式会社 ＳＰ折口自動車\352_株式会社 ＳＰ折口自動車_消費税及び地方消費税の確定申告について_20220419 191053.pdf,2ページ,352
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\356_株式会社 プリオテック\356_株式会社 プリオテック_消費税及び地方消費税の中間申告について_20220401 123223.pdf,2ページ,356
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\361_日本グローバルサービス 株式会社\361_日本グローバルサービス 株式会社_法人税及び地方法人税の確定申告について_20220419 153420.pdf,1ページ,361
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\361_日本グローバルサービス 株式会社\361_日本グローバルサービス 株式会社_消費税及び地方消費税の確定申告について_20220419 190928.pdf,1ページ,361
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\361_日本グローバルサービス 株式会社\361_日本グローバルサービス 株式会社_消費税及び地方消費税の確定申告について_20220419 190928.pdf,2ページ,361
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\363_株式会社 ＮＫ\363_株式会社 ＮＫ_消費税及び地方消費税の中間申告について_20220401 123208.pdf,2ページ,363
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\368_株式会社 たかたケアサービス\368_株式会社 たかたケアサービス_法人税及び地方法人税の確定申告について_20220419 153651.pdf,1ページ,368
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\368_株式会社 たかたケアサービス\368_株式会社 たかたケアサービス_消費税及び地方消費税の確定申告について_20220419 191112.pdf,1ページ,368
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\368_株式会社 たかたケアサービス\368_株式会社 たかたケアサービス_消費税及び地方消費税の確定申告について_20220419 191112.pdf,2ページ,368
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\370_有限会社 大堀学園\370_有限会社 大堀学園_法人税及び地方法人税の確定申告について_20220419 153415.pdf,1ページ,370
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\372_ラフ株式会社\372_ラフ株式会社_内国法人の確定申告(青色)_20220427 140501.pdf,2ページ,372
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\372_ラフ株式会社\372_ラフ株式会社_消費税及び地方消費税申告(簡易課税・法人)_20220427 140708.pdf,2ページ,372
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\372_ラフ株式会社\372_ラフ株式会社_納付情報登録依頼_20220427 140708.pdf,2ページ,372
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\37_有限会社 リセット\37_有限会社 リセット_法人税及び地方法人税の確定申告について_20220419 154251.pdf,1ページ,37
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\37_有限会社 リセット\37_有限会社 リセット_消費税及び地方消費税の確定申告について_20220419 191642.pdf,1ページ,37
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\37_有限会社 リセット\37_有限会社 リセット_消費税及び地方消費税の確定申告について_20220419 191642.pdf,2ページ,37
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\386_株式会社 ＹＫＨ\386_株式会社 ＹＫＨ_法人税及び地方法人税の確定申告について_20220419 153744.pdf,1ページ,386
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\386_株式会社 ＹＫＨ\386_株式会社 ＹＫＨ_消費税及び地方消費税の確定申告について_20220419 191222.pdf,1ページ,386
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\386_株式会社 ＹＫＨ\386_株式会社 ＹＫＨ_消費税及び地方消費税の確定申告について_20220419 191222.pdf,2ページ,386
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\389_有限会社 ケイ・ティ・ティ\389_有限会社 ケイ・ティ・ティ_内国法人の確定申告(青色)_20220426 184103.pdf,2ページ,389
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\389_有限会社 ケイ・ティ・ティ\389_有限会社 ケイ・ティ・ティ_消費税及び地方消費税の中間申告について_20220401 123204.pdf,2ページ,389
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\389_有限会社 ケイ・ティ・ティ\389_有限会社 ケイ・ティ・ティ_消費税及び地方消費税申告(一般・法人)_20220426 184135.pdf,2ページ,389
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\389_有限会社 ケイ・ティ・ティ\389_有限会社 ケイ・ティ・ティ_納付情報登録依頼_20220426 184135.pdf,2ページ,389
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\397_株式会社 建栄\397_株式会社 建栄_法人税及び地方法人税の確定申告について_20220419 153516.pdf,1ページ,397
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\397_株式会社 建栄\397_株式会社 建栄_消費税及び地方消費税の確定申告について_20220419 191038.pdf,1ページ,397
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\397_株式会社 建栄\397_株式会社 建栄_消費税及び地方消費税の確定申告について_20220419 191038.pdf,2ページ,397
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\398_株式会社 ＩＬ\398_株式会社 ＩＬ_法人税及び地方法人税の確定申告について_20220419 153612.pdf,1ページ,398
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\39_有限会社 土井電機制御\39_有限会社 土井電機制御_法人税及び地方法人税の確定申告について_20220419 153707.pdf,1ページ,39
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\417_合同会社 ｄｅｆｉ\417_合同会社 ｄｅｆｉ_消費税及び地方消費税の中間申告について_20220401 123311.pdf,2ページ,417
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\418_株式会社 ＬＩＬＥ ＴＨＥ ＳＴＹＬＥ\418_株式会社 ＬＩＬＥ ＴＨＥ ＳＴＹＬＥ_消費税及び地方消費税の中間申告について_20220401 123300.pdf,2ページ,418
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\421_株式会社 ＴＡＫＵＳＥＩ\421_株式会社 ＴＡＫＵＳＥＩ_法人税及び地方法人税の確定申告について_20220419 153635.pdf,1ページ,421
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\421_株式会社 ＴＡＫＵＳＥＩ\421_株式会社 ＴＡＫＵＳＥＩ_消費税及び地方消費税の確定申告について_20220419 191207.pdf,1ページ,421
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\421_株式会社 ＴＡＫＵＳＥＩ\421_株式会社 ＴＡＫＵＳＥＩ_消費税及び地方消費税の確定申告について_20220419 191207.pdf,2ページ,421
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\425_株式会社 サンキョウ\425_株式会社 サンキョウ_内国法人の確定申告(青色)_20220427 134825.pdf,2ページ,425
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\425_株式会社 サンキョウ\425_株式会社 サンキョウ_消費税及び地方消費税申告(一般・法人)_20220427 135030.pdf,2ページ,425
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\432_有限会社 ヘアープロデュース・コーポレーション\432_有限会社 ヘアープロデュース・コーポレーション_法人税及び地方法人税の確定申告について_20220419 153558.pdf,1ページ,432
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\432_有限会社 ヘアープロデュース・コーポレーション\432_有限会社 ヘアープロデュース・コーポレーション_消費税及び地方消費税の確定申告について_20220419 191127.pdf,1ページ,432
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\432_有限会社 ヘアープロデュース・コーポレーション\432_有限会社 ヘアープロデュース・コーポレーション_消費税及び地方消費税の確定申告について_20220419 191127.pdf,2ページ,432
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\433_有限会社 レインズ\433_有限会社 レインズ_法人税及び地方法人税の確定申告について_20220419 153451.pdf,1ページ,433
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\433_有限会社 レインズ\433_有限会社 レインズ_消費税及び地方消費税の確定申告について_20220419 191033.pdf,1ページ,433
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\433_有限会社 レインズ\433_有限会社 レインズ_消費税及び地方消費税の確定申告について_20220419 191033.pdf,2ページ,433
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\434_医療法人社団 稲垣胃腸科外科クリニック\434_医療法人社団 稲垣胃腸科外科クリニック_法人税及び地方法人税の確定申告について_20220419 153519.pdf,1ページ,434
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\437_有限会社 桧垣商店\437_有限会社 桧垣商店_法人税及び地方法人税の確定申告について_20220419 153439.pdf,1ページ,437
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\438_メイク・アップリフォーム株式会社\438_メイク・アップリフォーム株式会社_法人税及び地方法人税の確定申告について_20220419 153453.pdf,1ページ,438
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\438_メイク・アップリフォーム株式会社\438_メイク・アップリフォーム株式会社_消費税及び地方消費税の確定申告について_20220419 190944.pdf,1ページ,438
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\438_メイク・アップリフォーム株式会社\438_メイク・アップリフォーム株式会社_消費税及び地方消費税の確定申告について_20220419 190944.pdf,2ページ,438
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\452_有限会社 エフコピー\452_有限会社 エフコピー_内国法人の確定申告(青色)_20220428 144046.pdf,2ページ,452
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\458_第一システム 株式会社\458_第一システム 株式会社_消費税及び地方消費税の中間申告について_20220401 123232.pdf,2ページ,458
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\458_第一システム 株式会社\458_第一システム 株式会社_給与所得・退職所得等の所得税徴収高計算書(一般)_20220406 163728.pdf,2ページ,458
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\465_株式会社 スズキプラザ北\465_株式会社 スズキプラザ北_法人税及び地方法人税の確定申告について_20220419 153707.pdf,1ページ,465
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\465_株式会社 スズキプラザ北\465_株式会社 スズキプラザ北_消費税及び地方消費税の確定申告について_20220419 191206.pdf,1ページ,465
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\465_株式会社 スズキプラザ北\465_株式会社 スズキプラザ北_消費税及び地方消費税の確定申告について_20220419 191206.pdf,2ページ,465
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\473_株式会社 オーエフエー\473_株式会社 オーエフエー_消費税及び地方消費税の中間申告について_20220401 123148.pdf,2ページ,473
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\478_スリーピース 株式会社\478_スリーピース 株式会社_法人税及び地方法人税の確定申告について_20220419 153341.pdf,1ページ,478
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\478_スリーピース 株式会社\478_スリーピース 株式会社_消費税及び地方消費税の確定申告について_20220419 191059.pdf,1ページ,478
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\478_スリーピース 株式会社\478_スリーピース 株式会社_消費税及び地方消費税の確定申告について_20220419 191059.pdf,2ページ,478
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\47_キュートク 株式会社\47_キュートク 株式会社_給与所得・退職所得等の所得税徴収高計算書(一般)_20220407 130545.pdf,2ページ,47
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\47_キュートク 株式会社\47_キュートク 株式会社_給与所得・退職所得等の所得税徴収高計算書(一般)_20220407 130950.pdf,2ページ,47
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\482_有限会社 マルミツ\482_有限会社 マルミツ_消費税及び地方消費税の中間申告について_20220401 123342.pdf,2ページ,482
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\486_株式会社 フリーラック\486_株式会社 フリーラック_法人税及び地方法人税の確定申告について_20220419 153607.pdf,1ページ,486
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\486_株式会社 フリーラック\486_株式会社 フリーラック_消費税及び地方消費税の確定申告について_20220419 190959.pdf,1ページ,486
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\486_株式会社 フリーラック\486_株式会社 フリーラック_消費税及び地方消費税の確定申告について_20220419 190959.pdf,2ページ,486
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\490_有限会社 ムカイハタタイヤ\490_有限会社 ムカイハタタイヤ_法人税及び地方法人税の確定申告について_20220419 153729.pdf,1ページ,490
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\490_有限会社 ムカイハタタイヤ\490_有限会社 ムカイハタタイヤ_消費税及び地方消費税の確定申告について_20220419 191324.pdf,1ページ,490
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\490_有限会社 ムカイハタタイヤ\490_有限会社 ムカイハタタイヤ_消費税及び地方消費税の確定申告について_20220419 191324.pdf,2ページ,490
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\503_株式会社 たはら\503_株式会社 たはら_内国法人の確定申告(青色)_20220427 112156.pdf,2ページ,503
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\503_株式会社 たはら\503_株式会社 たはら_消費税及び地方消費税申告(一般・法人)_20220427 112358.pdf,2ページ,503
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\503_株式会社 たはら\503_株式会社 たはら_納付情報登録依頼_20220427 112358.pdf,2ページ,503
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\50_みどり観光開発 株式会社\50_みどり観光開発 株式会社_消費税及び地方消費税の中間申告について_20220401 123204.pdf,2ページ,50
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\511_大朝まちづくり 有限会社\511_大朝まちづくり 有限会社_法人税及び地方法人税の確定申告について_20220419 153657.pdf,1ページ,511
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\511_大朝まちづくり 有限会社\511_大朝まちづくり 有限会社_消費税及び地方消費税の確定申告について_20220419 191200.pdf,1ページ,511
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\511_大朝まちづくり 有限会社\511_大朝まちづくり 有限会社_消費税及び地方消費税の確定申告について_20220419 191200.pdf,2ページ,511
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\518_有限会社 ＵＳＥ\518_有限会社 ＵＳＥ_法人税及び地方法人税の確定申告について_20220419 153418.pdf,1ページ,518
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\518_有限会社 ＵＳＥ\518_有限会社 ＵＳＥ_消費税及び地方消費税の確定申告について_20220419 190937.pdf,1ページ,518
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\518_有限会社 ＵＳＥ\518_有限会社 ＵＳＥ_消費税及び地方消費税の確定申告について_20220419 190937.pdf,2ページ,518
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\51_エイシオンケア 株式会社\51_エイシオンケア 株式会社_法人税及び地方法人税の確定申告について_20220419 123634.pdf,1ページ,51
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\523_医療法人しみずハート内科クリニック\523_医療法人しみずハート内科クリニック_内国法人の確定申告(青色)_20220427 134132.pdf,2ページ,523
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\52_株式会社 ヨコロ\52_株式会社 ヨコロ_消費税及び地方消費税の中間申告について_20220401 123243.pdf,2ページ,52
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\535_株式会社 ＦＬＥＸ＆ＣＯ．\535_株式会社 ＦＬＥＸ＆ＣＯ．_内国法人の確定申告(青色)_20220427 133309.pdf,2ページ,535
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\535_株式会社 ＦＬＥＸ＆ＣＯ．\535_株式会社 ＦＬＥＸ＆ＣＯ．_消費税及び地方消費税申告(一般・法人)_20220427 133517.pdf,2ページ,535
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\535_株式会社 ＦＬＥＸ＆ＣＯ．\535_株式会社 ＦＬＥＸ＆ＣＯ．_納付情報登録依頼_20220427 133517.pdf,2ページ,535
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\537_有限会社 オレンジワークス\537_有限会社 オレンジワークス_法人税及び地方法人税の確定申告について_20220419 153657.pdf,1ページ,537
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\537_有限会社 オレンジワークス\537_有限会社 オレンジワークス_消費税及び地方消費税の確定申告について_20220419 191200.pdf,1ページ,537
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\537_有限会社 オレンジワークス\537_有限会社 オレンジワークス_消費税及び地方消費税の確定申告について_20220419 191200.pdf,2ページ,537
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\538_医療法人 弘仁会\538_医療法人 弘仁会_法人税及び地方法人税の確定申告について_20220419 153710.pdf,1ページ,538
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\539_株式会社 ホーユー\539_株式会社 ホーユー_法人税及び地方法人税の確定申告について_20220419 153644.pdf,1ページ,539
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\539_株式会社 ホーユー\539_株式会社 ホーユー_消費税及び地方消費税の確定申告について_20220419 191219.pdf,1ページ,539
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\539_株式会社 ホーユー\539_株式会社 ホーユー_消費税及び地方消費税の確定申告について_20220419 191219.pdf,2ページ,539
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\561_株式会社 匠ＪＡＰＡＮ\561_株式会社 匠ＪＡＰＡＮ_内国法人の確定申告(青色)_20220427 132449.pdf,2ページ,561
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\561_株式会社 匠ＪＡＰＡＮ\561_株式会社 匠ＪＡＰＡＮ_消費税及び地方消費税申告(簡易課税・法人)_20220427 132654.pdf,2ページ,561
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\561_株式会社 匠ＪＡＰＡＮ\561_株式会社 匠ＪＡＰＡＮ_納付情報登録依頼_20220427 132654.pdf,2ページ,561
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\574_株式会社 エスエス\574_株式会社 エスエス_消費税及び地方消費税の中間申告について_20220401 123330.pdf,2ページ,574
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\579_株式会社 優侑ミート\579_株式会社 優侑ミート_内国法人の確定申告(青色)_20220427 131630.pdf,2ページ,579
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\579_株式会社 優侑ミート\579_株式会社 優侑ミート_消費税及び地方消費税申告(一般・法人)_20220427 131838.pdf,2ページ,579
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\579_株式会社 優侑ミート\579_株式会社 優侑ミート_納付情報登録依頼_20220427 131838.pdf,2ページ,579
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\584_株式会社 エデュコム\584_株式会社 エデュコム_法人税及び地方法人税の確定申告について_20220419 153515.pdf,1ページ,584
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\584_株式会社 エデュコム\584_株式会社 エデュコム_消費税及び地方消費税の確定申告について_20220419 191204.pdf,1ページ,584
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\584_株式会社 エデュコム\584_株式会社 エデュコム_消費税及び地方消費税の確定申告について_20220419 191204.pdf,2ページ,584
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\585_相生エンジニアリング株式会社\585_相生エンジニアリング株式会社_消費税及び地方消費税の中間申告について_20220401 123227.pdf,2ページ,585
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\617_株式会社 ナックス\617_株式会社 ナックス_消費税及び地方消費税の中間申告について_20220401 123220.pdf,2ページ,617
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\621_株式会社 花田写真事務所\621_株式会社 花田写真事務所_内国法人の確定申告(青色)_20220427 130816.pdf,2ページ,621
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\621_株式会社 花田写真事務所\621_株式会社 花田写真事務所_消費税及び地方消費税申告(簡易課税・法人)_20220427 131019.pdf,2ページ,621
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\621_株式会社 花田写真事務所\621_株式会社 花田写真事務所_納付情報登録依頼_20220427 131019.pdf,2ページ,621
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\622_株式会社 食団四季\622_株式会社 食団四季_内国法人の確定申告(青色)_20220427 111342.pdf,2ページ,622
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\622_株式会社 食団四季\622_株式会社 食団四季_消費税及び地方消費税申告(一般・法人)_20220427 111544.pdf,2ページ,622
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\622_株式会社 食団四季\622_株式会社 食団四季_納付情報登録依頼_20220427 111544.pdf,2ページ,622
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\645_梓ホーム 有限会社\645_梓ホーム 有限会社_法人税及び地方法人税の確定申告について_20220419 153653.pdf,1ページ,645
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\645_梓ホーム 有限会社\645_梓ホーム 有限会社_消費税及び地方消費税の確定申告について_20220419 191051.pdf,1ページ,645
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\645_梓ホーム 有限会社\645_梓ホーム 有限会社_消費税及び地方消費税の確定申告について_20220419 191051.pdf,2ページ,645
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\649_有限会社 シーエムエス\649_有限会社 シーエムエス_法人税及び地方法人税の確定申告について_20220419 153720.pdf,1ページ,649
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\656_株式会社 玉岡組\656_株式会社 玉岡組_法人税及び地方法人税の確定申告について_20220419 153430.pdf,1ページ,656
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\656_株式会社 玉岡組\656_株式会社 玉岡組_消費税及び地方消費税の確定申告について_20220419 190930.pdf,1ページ,656
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\656_株式会社 玉岡組\656_株式会社 玉岡組_消費税及び地方消費税の確定申告について_20220419 190930.pdf,2ページ,656
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\657_株式会社 ケークラフト\657_株式会社 ケークラフト_消費税及び地方消費税の中間申告について_20220401 123210.pdf,2ページ,657
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\679_ＴＨＲＥＥ ０ ＭＩＳＳＩＯＮ 合同会社\679_ＴＨＲＥＥ ０ ＭＩＳＳＩＯＮ 合同会社_法人税及び地方法人税の確定申告について_20220419 153508.pdf,1ページ,679
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\683_株式会社 アンジュ\683_株式会社 アンジュ_消費税及び地方消費税の中間申告について_20220401 123131.pdf,2ページ,683
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\687_株式会社 パティスリーアン\687_株式会社 パティスリーアン_消費税及び地方消費税の中間申告について_20220401 123143.pdf,2ページ,687
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\688_株式会社 Ｂａｔｕｒ\688_株式会社 Ｂａｔｕｒ_消費税及び地方消費税の中間申告について_20220401 123159.pdf,2ページ,688
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-4\eTAX\694_株式会社 サポートアイ\694_株式会社 サポートアイ_電子証明書の登録_20220421 131148.pdf,1ページ,694
